Date,Actual,Forecasted
2016-06-15 00:00:00,359.55,318.7188496630476
2016-06-16 00:00:00,354.9,317.9118761186251
2016-06-17 00:00:00,359.85,316.9189041005256
2016-06-20 00:00:00,358.05,314.52702615631335
2016-06-21 00:00:00,358.5,313.22828072786854
2016-06-22 00:00:00,354.7,312.5032650094729
2016-06-23 00:00:00,360.25,311.7046569072622
2016-06-24 00:00:00,354.1,310.66730168709114
2016-06-27 00:00:00,358.95,307.76787539095943
2016-06-28 00:00:00,368.5,306.193261879072
2016-06-29 00:00:00,366.3,305.12809213601435
2016-06-30 00:00:00,368.4,303.60277400922365
2016-07-01 00:00:00,252.35,301.81332033779825
2016-07-04 00:00:00,244.9,296.5767195241451
2016-07-05 00:00:00,243.55,294.26330073007733
2016-07-07 00:00:00,247.0,290.61040098623613
2016-07-08 00:00:00,245.85,288.54933280607
2016-07-11 00:00:00,249.15,282.90575383808624
2016-07-12 00:00:00,248.4,280.64515213003637
2016-07-13 00:00:00,247.1,278.9701238614508
2016-07-14 00:00:00,248.7,277.31945061213713
2016-07-15 00:00:00,248.85,275.56621602441925
2016-07-18 00:00:00,248.9,271.31347269197613
2016-07-19 00:00:00,249.05,269.67219582768956
2016-07-20 00:00:00,250.25,268.64785132711825
2016-07-21 00:00:00,250.6,267.6909317932057
2016-07-22 00:00:00,249.85,266.66632655560375
2016-07-25 00:00:00,251.75,264.6274306290576
2016-07-26 00:00:00,251.75,263.7049798523031
2016-07-27 00:00:00,247.4,263.3524820082117
2016-07-28 00:00:00,254.3,263.02250435597995
2016-07-29 00:00:00,252.45,262.5716622057097
2016-08-01 00:00:00,250.6,261.8316843740717
2016-08-02 00:00:00,260.8,261.1898980269774
2016-08-03 00:00:00,252.7,261.03046226160035
2016-08-04 00:00:00,252.1,260.81165249932667
2016-08-05 00:00:00,252.55,260.39320382436813
2016-08-08 00:00:00,249.95,259.3136656831803
2016-08-09 00:00:00,247.65,258.44251265251967
2016-08-10 00:00:00,246.5,258.00369821963704
2016-08-11 00:00:00,251.65,257.47103559836705
2016-08-12 00:00:00,254.1,256.7170073403157
2016-08-16 00:00:00,255.1,253.3957716609761
2016-08-17 00:00:00,253.7,252.65140583390917
2016-08-18 00:00:00,252.15,252.91011248182554
2016-08-19 00:00:00,250.95,252.98366462575882
2016-08-22 00:00:00,254.1,253.5559603846347
2016-08-23 00:00:00,251.4,253.3396703381023
2016-08-24 00:00:00,250.25,253.60365089333285
2016-08-25 00:00:00,253.45,253.83529601836497
2016-08-26 00:00:00,253.8,253.9075968363591
2016-08-29 00:00:00,252.8,254.56692476047996
2016-08-30 00:00:00,257.3,254.38142532603462
2016-08-31 00:00:00,260.05,254.66602755863616
2016-09-01 00:00:00,261.0,254.89798762149576
2016-09-02 00:00:00,262.9,254.94225134802002
2016-09-06 00:00:00,262.6,254.91248106302498
2016-09-07 00:00:00,262.8,254.9561276661664
2016-09-08 00:00:00,264.9,254.89928742216068
2016-09-09 00:00:00,258.3,254.60947749227753
2016-09-12 00:00:00,252.25,253.7329827964517
2016-09-14 00:00:00,251.85,252.47081355357037
2016-09-15 00:00:00,255.9,251.94421190922725
2016-09-16 00:00:00,260.35,251.1975939642905
2016-09-19 00:00:00,258.85,249.11906467462563
2016-09-20 00:00:00,256.95,247.9817888997577
2016-09-21 00:00:00,253.65,247.30545396613317
2016-09-22 00:00:00,255.25,246.59649345032787
2016-09-23 00:00:00,253.45,245.74322992061371
2016-09-26 00:00:00,248.05,243.7940964029305
2016-09-27 00:00:00,245.85,242.8599368990841
2016-09-28 00:00:00,246.95,242.44766631604628
2016-09-29 00:00:00,245.7,242.06891182688713
2016-09-30 00:00:00,241.35,241.6068875160622
2016-10-03 00:00:00,242.3,241.08418979403976
2016-10-04 00:00:00,241.2,240.68129490972635
2016-10-05 00:00:00,240.2,240.8029960780209
2016-10-06 00:00:00,237.4,240.95465738007258
2016-10-07 00:00:00,238.95,241.00816185373972
2016-10-10 00:00:00,240.1,241.8314594175873
2016-10-13 00:00:00,238.95,242.56298328793494
2016-10-14 00:00:00,239.9,242.76669740076466
2016-10-17 00:00:00,240.6,243.6050705346629
2016-10-18 00:00:00,245.95,243.4127603487439
2016-10-19 00:00:00,239.45,243.6247630968064
2016-10-20 00:00:00,239.35,243.74219753019273
2016-10-21 00:00:00,240.15,243.639636096056
2016-10-24 00:00:00,241.35,243.36173939318033
2016-10-25 00:00:00,238.75,242.76689852626563
2016-10-26 00:00:00,238.75,242.57794319938708
2016-10-27 00:00:00,243.1,242.30708012598456
2016-10-28 00:00:00,243.1,241.83969065861015
2016-10-30 00:00:00,241.65,241.2084476466624
2016-11-01 00:00:00,239.95,239.8885634802377
2016-11-02 00:00:00,237.3,239.54969119354834
2016-11-03 00:00:00,240.3,239.1828645016655
2016-11-04 00:00:00,249.05,238.6747321456861
2016-11-07 00:00:00,256.5,237.67996737206994
2016-11-08 00:00:00,255.6,237.0289576909013
2016-11-09 00:00:00,248.15,236.85550222719607
2016-11-10 00:00:00,251.05,236.67712800369736
2016-11-11 00:00:00,242.95,236.37357033688394
2016-11-15 00:00:00,237.5,235.52710069802333
2016-11-16 00:00:00,230.9,235.510779519572
2016-11-17 00:00:00,231.5,235.460688328331
2016-11-18 00:00:00,227.85,235.2525138847585
2016-11-21 00:00:00,224.2,234.92927230551055
2016-11-22 00:00:00,226.1,234.40427201701576
